18	3																						
0	0	0																					
0	0	0																					
0	0	0																					
571.0888331	981.9408819	467.3479432																					
14843.64656	28096.64847	6493.679834																					
28455.24067	45531.94003	33477.56854																					
27773.74069	44441.45492	32675.78434																					
26040.2286	23541.64768	82949.85365																					
26565.30064	24016.33863	84622.44451																					
32863.37389	47977.7257	65143.64109																					
32561.68662	47537.28799	64545.61949																					
43852.81486	79071.0887	16811.41158																					
37726.0914	68023.98271	14462.67137																					
45423.07061	61389.88885	4861.2941																					
43609.38324	58938.66605	4667.188602																					
51780.49813	50890.22079	2979.114308																					
47769.72962	36495.57598	1446.819281																					
61717.86584	27610.46372	940.638393																					
																							
																							
18	3																						
0	0	173028.221																					
0	0	176570.6214																					
0	0	185749.9323																					
571.0888331	25073.23357	136212.0897																					
14843.64656	137523.8723	48362.74042																					
28455.24067	133843.4153	75226.04637																					
27773.74069	130945.9555	73597.54305																					
26040.2286	59878.96445	161530.7077																					
26565.30064	61098.02798	164819.2781																					
32863.37389	103629.1749	119557.853																					
32561.68662	102677.8762	118460.3317																					
43852.81486	158914.9743	33196.37654																					
37726.0914	131733.9603	27518.42719																					
45423.07061	116910.2462	13590.15337																					
43609.38324	112658.0628	13095.86116																					
51780.49813	93671.85298	12034.10947																					
47769.72962	67498.45081	7249.261896																					
61717.86584	54440.7902	4132.533637																					
																							
																							
18	4																						
0	0	0	0																				
0	0	0	0																				
0	0	0	0																				
55163.10499	11790.99713	70.66968872	0																				
37899.45472	55523.01528	55016.5306	5161.260197																				
37337.18884	37223.15718	80195.51875	53779.47666																				
36541.88397	36418.84203	78460.51118	52612.44015																				
48005.84855	40377.82872	62416.98054	64060.73373																				
48971.43935	41196.06201	63675.37554	65367.28587																				
57378.43323	46943.88594	61469.26101	52567.06091																				
56834.14545	46510.32213	60890.29255	52081.72069																				
46942.43301	40211.83824	43466.12392	44114.60268																				
39170.18968	33560.87658	36272.82372	36818.90627																				
15739.78189	13553.22297	12121.5383	20418.01397																				
15075.60547	13014.48042	11624.31367	19569.04818																				
10605.92837	4480.022662	3575.425583	4264.308018																				
4758.242588	1455.997023	1257.511802	1198.944724																				
2668.169786	702.9296689	495.5656904	515.7577037																				
																							
																							
18	24																						
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.199365011	29.42612614	28.73640741	17.62505273	9.761264177	49.89229461	107.3761117	45.5535465	0	0	449.6195348	296.0908113	0	0	0	0	0	978.0971438	0	0	0	0	0	0
454.1024541	1157.665744	1098.893571	673.9650058	318.1475346	2623.988698	3122.567384	1476.591898	59.77461342	3105.28491	4803.538824	2341.992713	82.86751365	3842.928117	5110.094679	3097.131148	56.22540583	3823.336135	4374.345112	3935.786947	0	3659.483135	215.2633213	0
848.0621846	3807.156945	2391.4891	714.2219971	429.1650265	5739.839857	6322.08612	2161.978829	201.009779	6023.010503	9177.519675	2146.397808	84.25660351	8262.032841	12326.2028	1852.39078	93.41887694	9805.013185	14429.26102	1168.407139	69.62859004	7863.287129	11022.83738	526.0750705
826.5470274	3710.570184	2330.81753	696.102337	418.3933045	5595.774159	6163.406475	2107.714774	196.0237851	5873.611337	8949.873753	2093.156984	82.20735604	8061.087761	12026.41099	1807.337847	91.23156656	9575.438524	14091.41418	1141.050044	68.09526742	7690.126132	10780.0985	514.4901338
488.7498924	5127.552385	5786.066697	866.1266764	415.092499	9449.915074	11403.61614	2845.162655	78.77678647	9361.305802	11517.58517	1972.949962	55.39424146	9800.361257	13991.68109	1822.227078	31.70018281	9998.94504	16542.3289	1281.931904	55.55349453	7869.801113	11142.92	625.9858888
499.5296945	5240.644994	5913.683409	885.2298504	424.0579253	9654.020225	11649.91855	2906.61425	80.43664035	9558.551724	11760.26464	2014.520693	56.5254029	10000.48658	14277.394	1859.437318	32.3079365	10190.64412	16859.47727	1306.509013	56.51134961	8005.492468	11335.04657	636.7791569
788.4958906	6214.858816	5721.017361	2361.953688	435.350572	9631.317927	12129.84107	5649.28976	68.06184443	9123.714209	11281.87815	6623.78777	92.10946706	10039.69878	12877.54945	5628.633958	41.78877215	10154.93783	13643.10467	4969.976301	28.42512942	6965.464281	9296.762696	2216.722291
782.5107836	6167.684703	5677.591768	2344.025192	431.8742119	9554.409955	12032.9819	5604.179068	67.48304749	9046.126276	11185.93722	6567.459175	91.2680465	9947.986071	12759.91296	5577.216352	41.36381114	10051.6696	13504.36435	4919.435305	28.08990785	6883.319575	9187.124659	2190.580171
1428.46741	7111.289497	5095.099954	2308.322219	891.3076394	11217.93006	9154.701705	6012.767633	339.73882	11120.87875	10140.93422	5429.837185	229.4322502	11318.88934	9699.192405	5528.393941	124.8659617	9119.633332	10737.21677	5283.471024	60.78801184	6845.945102	7453.241507	3082.970396
1230.5452	6125.98026	4389.14514	1988.491166	767.5476456	9660.296206	7883.55157	5177.88184	292.4302076	9572.296986	8728.809672	4673.732649	197.377734	9737.500843	8344.095551	4756.009095	107.3244048	7838.479006	9228.819315	4541.232657	52.17406697	5875.842742	6397.082414	2646.099108
3064.470053	6656.127928	2359.079409	584.4659759	1674.678602	11358.76335	6885.121901	1906.582723	1229.754716	11881.10899	5792.945764	1591.446898	1049.552511	11836.49404	6384.940002	1736.344	759.716683	10476.44291	7886.59199	1887.591133	150.9306507	8018.004421	5420.491753	1082.607159
2964.286582	6438.526194	2281.956526	565.3586494	1616.768772	10965.98108	6647.036673	1840.653726	1184.285201	11441.81142	5578.754731	1532.60401	1008.110404	11369.12414	6132.827448	1667.783587	725.9166548	10010.34275	7535.715093	1803.611625	143.0276784	7598.168776	5136.666061	1025.920102
4374.080585	9469.042036	1555.589873	363.152506	2497.516571	17793.57671	6161.185106	1865.846118	795.1322606	14053.49836	4696.827183	739.6574756	699.3143339	12997.62534	3014.29031	1157.48669	1318.327048	7690.237127	4582.752719	329.5812183	307.9495814	6941.698097	1719.385721	526.0802558
3504.064657	6798.932702	1663.12442	324.256424	3836.021659	14549.64779	3086.976809	1248.410178	707.979958	13734.78653	4283.27009	2336.32914	1727.726582	8729.566105	500.1305157	591.0637095	924.7230972	5207.646861	3747.558699	584.0346167	328.2658098	2525.124064	2398.867767	2373.616695
8174.442906	7203.446471	1061.322715	248.3946332	4065.99056	16407.89508	3490.27659	503.7527654	2382.138748	13447.55253	4380.059332	0	1974.999248	9515.907682	1167.044918	2064.772402	0	4731.210142	3901.172698	0	0	2318.813273	3229.775262	0
